"Type","Activity Code","Project ID","Project Title","SubProject ID","Project End Date","Investigator Names","Country","Total Dollars Amount","Fiscal Year","Funding IC","Project Abstract","Public Health Relevance",
"7","K23","HD074648","BMI-Based Prenatal Vitamins To Ameliorate Oxidative Stress In Obese Pregnancy","","30-Jun-2018","Sen, Sarbattama ","UNITED STATES","134730","2014","HD","DESCRIPTION (provided by applicant): This K23 application summarizes a five-year training program for the development of the academic career of Dr. Sarbattama Sen in Neonatal-Perinatal Medicine. Dr. Sen has already shown that she is committed to becoming a leader in the field of maternal obesity research. This career training award would allow her to pursue formal training through a Master's degree in Clinical and Translational Research, with a focus on designing interventions and conducting clinical trials to improve maternal and neonatal outcomes in obese pregnancy. She will benefit from the experience of an expert mentoring team. Her primary mentor will be Dr. Simin Meydani, Professor of Nutrition and Immunology at Tufts University and a renowned expert in micronutrient intervention studies. Her co-mentors will be Dr. Marlene Goldman, an expert in antioxidant interventions and reproductive health, Dr. David Greenblatt, an expert in pharmacologic interventions and obesity and Dr. Norma Terrin, an expert in clinical trial design. Dr. Diana Bianchi and Dr. Jonathan Davis will serve as career mentors. The academic environment at Tufts University and The Department of Pediatrics at Tufts Medical Center/Floating Hospital for Children is an ideal training environment, with an established track record of successfully transitioning junior faculty to independent researchers. In addition, Tufts University and the Jean Mayer USDA HNRCA provide an unparalleled combination of resources, core facilities, intellectual expertise and potential collaborations in nutrition and obesity research. The proposed research project, 'BMI-based prenatal vitamins to ameliorate oxidative stress in obese pregnancy,' is a novel intervention aimed at decreasing oxidative stress and inflammation, key abnormalities in the intrauterine milieu of obese pregnancy. Dr. Sen previously identified the importance of oxidative stress in the causative pathway of intergenerational obesity in an animal model, and her pilot data shows that oxidative stress is markedly increased, and anti-oxidant defenses markedly depleted, in obese pregnant women. This trial is a logical extension of this previous work. Her central hypothesis is that obese pregnancy is characterized by an oxidant/anti-oxidant imbalance, which increases inflammation and adversely impacts maternal health and neonatal outcome. Restoring oxidant/anti-oxidant balance with a body mass index-based prenatal micronutrient supplement will decrease oxidative stress and inflammation and improve both maternal and neonatal outcomes in obese pregnancy. This hypothesis will be tested in a randomized controlled trial in obese pregnant women. Given its overwhelming current and future impact, innovative approaches to diminish the effect of maternal obesity on future generations are of paramount public health importance.","PUBLIC HEALTH RELEVANCE: One out of three pregnant women is obese, predisposing the next generation to obesity and metabolic dysregulation. Interventions to ameliorate the adverse effects of obese pregnancy are of paramount importance in arresting the propagation of this vicious cycle. Since oxidant/antioxidant balance appears to play a critical role in transgenerational obesity, a BMI-based antioxidant vitamin supplement will be given to obese mothers during pregnancy and biochemical and clinical outcomes will be followed, making the proposed study a safe and inexpensive approach to significantly impact a condition that the WHO has stated is the most important public health problem facing the world today.",
"5","R01","AR063910-03","DBP and the bioavailability and function of vitamin D","","31-May-2016","Adams, John S; HEWISON, Martin ","UNITED STATES","401332","2015","AR","DESCRIPTION (provided by applicant): In the last ten years there has been a remarkable renaissance in vitamin D research. Two key concepts have underpinned this renewed interest in the health benefits of vitamin D. First is the continuing debate on the worldwide prevalence of vitamin D-insufficiency, and how optimal vitamin D status can be safely achieved through conventional exposure to sunlight and dietary intake. Second is the potential for vitamin D to promote health benefits beyond its classical effects on the skeleton. Following a recent data review, the Institute of Medicine (IOM) has issued statements aimed at addressing some of the key questions concerning our new perspective on vitamin D and human health. The Recommended Dietary Allowance of vitamin D for all age groups was elevated based on bone responses to vitamin D. However, the IOM report also recognized the need for further research to better define 'non-classical' health benefits of vitamin D. The long-term impact of these recommendations is crucially dependent on one question - how does one define vitamin D-sufficiency and -insufficiency? The proposed project describes a new paradigm for quantifying optimal vitamin D and its relation to human health. The overall aim is to demonstrate that vitamin D activity is not simply defined by total serum levels of 25-hydroxyvitamin D (25D) but instead depends on the bioavailability of this metabolite to target cells and its subsequent conversion to active 1,25-dihydroxyvitamin D (1,25D) via the enzyme 1�-hydroxylase (CYP27B1). The proposal hypothesizes that the ability of 25D to access target cells is influenced by its association with the serum vitamin D binding protein (DBP), with 'free' rather than 'DBP-bound' 25D being the bioactive form of this metabolite. The overall objective of the proposal will be to investigate the impact of DBP on the bioactivity of 25D using both mouse and human models. Studies using transgenic, knockout, and humanized mice will investigate how variations in the concentration and vitamin D metabolite binding affinity of DBP affect the response of these mice to 25D and 1,25D under conditions of vitamin D-sufficiency and -deficiency. Data from these experiments will then be related to studies in humans, where DBP concentration and binding affinity are strongly influenced by genetic variations in the DBP gene. Human studies will incorporate analysis of DBP and free 25D/1,25D in a large patient cohort with multiple measures of vitamin D function, but will also involve a pilot supplementation study utilizing parental vitamin D or 25D. These analyses will employ a new mathematical algorithm for determining serum free 25D and 1,25D and will use novel assay technology to physically measure serum levels of free 25D. This model not only puts forward a new paradigm for defining optimal vitamin D status but also aims to highlight a more 'personalized' perspective on vitamin D health that will incorporate both classical and non-classical actions of vitamin D.   .","PUBLIC HEALTH RELEVANCE: Vitamin D has been linked to a wide range of human health benefits, but the optimal level of vitamin D required for these effects is far from clear. We have hypothesized that rather than simply measuring total serum concentrations of vitamin D, it is more biologically and clinically relevant to determine free or bioactive levels of serum vitamin D metabolites. To demonstrate this, the proposed project will utilize in vivo mouse and human models in which free serum vitamin D is altered as a consequence of variable expression of the serum vitamin D binding protein, with the overall aim of the project being to present an entirely new paradigm for defining optimal vitamin D status in humans. .",
"2","P50","AT000155-16","Van Breemen:  Overall; Botanical Dietary Supplements for Women's Health (Van Breemen)","","30-Jun-2020","VAN BREEMEN, RICHARD B","UNITED STATES","675634","2015","AT","﻿     DESCRIPTION (provided by applicant): Established in 1999, the UIC/NIH Center for Botanical Dietary Supplements Research (UIC Botanical Center) investigates the safety and mechanisms of action of botanical dietary supplements consumed by American women for the purpose of maintaining good health and quality of life, especially during the transition to and through menopause. The UIC Botanical Center involves a synergistic team of multi-disciplinary investigators with complementary expertise who are organized into three Projects, an Administrative Core and three research Cores as follows: Project 1: Metabolomic Analysis, Design and Standardization of Botanical Extracts; Project 2: Botanicals Affect Resilience Through Modulation of Estrogen Carcinogenic Pathways; Project 3: Botanical Dietary Supplements - Metabolism and Safety in Women; Core A: Administration; Core B: Botanical Integrity; Core C: Bioassay; and Core D: Analytical. Our portfolio of botanicals for study was selected based on prevalence of use by American women and the documented ability of these botanicals to enhance resilience. These botanicals will include milk thistle (Silybum marianum), Valerian (Valeriana officinalis), Dang Gui (Angelica sinensis), Maca (Lepidium meyenii), licorice (Glycyrrhiza species), Chaste Tree Berry (Vitex agnus-castus), hops (Humulus lupulus), Kwao Keur (Pueraria mirifica), wild yam (Dioscorea villosa), rose root (Rhodiola rosea), and Five Flavor Berry (Schisandra chinensis). We propose to develop metabolomics tools for the advanced chemical and biological standardization of botanical dietary supplements in Project 1, study estrogenic and chemoprevention (resilience) mechanisms of action in Project 2, and investigate metabolism and potential for drug-botanical interactions (safety) both in vitro and in women in Project 3. Within each Project, there are highly innovative approaches that will be utilized including the knock- out/knock-in ('DESIGNER') extract technology of Project 1; the concept in Project 2 that anti-inflammatory botanical dietary supplements can lower cytokine levels and thereby prevent formation of genotoxic estrogen metabolites; and the safety studies in Project 3 that involve high-throughput UHPLC-MS/MS detection of electrophilic metabolites and high-throughput cocktail assays of cytochrome P450 inhibition. With strong institutional support (personnel, space, services, and equipment), a commitment to educating the next generation of experts in botanical dietary supplements, an interactive team of researchers located within a single institution, and a synergist approach, we expect to sustain our high level of productivity as reflected in over 200 publications and 40 PhD and MS graduates. These studies will greatly impact the design of optimized botanical supplements and drive the long-term goal of the UIC Botanical Center toward developing safe and effective botanical dietary supplements for women's health.            ","PUBLIC HEALTH RELEVANCE: As menopausal women are currently using botanical dietary supplements as alternatives to hormone therapy (HT), it is urgent that the safety and efficacy of these products be determined through scientific investigation. It is our hypothesis that botanical dietary supplements can be used as safe and effective alternatives to HT, but preclinical and clinical studies are needed to establish mechanisms of action and to explore safety issues such as metabolism and drug-botanical interactions.               ",
"2","P50","AT000155-16","Van Breemen:  Overall; Botanical Dietary Supplements for Women's Health (Van Breemen)","","30-Jun-2020","VAN BREEMEN, RICHARD B","UNITED STATES","1204746","2015","OD","﻿     DESCRIPTION (provided by applicant): Established in 1999, the UIC/NIH Center for Botanical Dietary Supplements Research (UIC Botanical Center) investigates the safety and mechanisms of action of botanical dietary supplements consumed by American women for the purpose of maintaining good health and quality of life, especially during the transition to and through menopause. The UIC Botanical Center involves a synergistic team of multi-disciplinary investigators with complementary expertise who are organized into three Projects, an Administrative Core and three research Cores as follows: Project 1: Metabolomic Analysis, Design and Standardization of Botanical Extracts; Project 2: Botanicals Affect Resilience Through Modulation of Estrogen Carcinogenic Pathways; Project 3: Botanical Dietary Supplements - Metabolism and Safety in Women; Core A: Administration; Core B: Botanical Integrity; Core C: Bioassay; and Core D: Analytical. Our portfolio of botanicals for study was selected based on prevalence of use by American women and the documented ability of these botanicals to enhance resilience. These botanicals will include milk thistle (Silybum marianum), Valerian (Valeriana officinalis), Dang Gui (Angelica sinensis), Maca (Lepidium meyenii), licorice (Glycyrrhiza species), Chaste Tree Berry (Vitex agnus-castus), hops (Humulus lupulus), Kwao Keur (Pueraria mirifica), wild yam (Dioscorea villosa), rose root (Rhodiola rosea), and Five Flavor Berry (Schisandra chinensis). We propose to develop metabolomics tools for the advanced chemical and biological standardization of botanical dietary supplements in Project 1, study estrogenic and chemoprevention (resilience) mechanisms of action in Project 2, and investigate metabolism and potential for drug-botanical interactions (safety) both in vitro and in women in Project 3. Within each Project, there are highly innovative approaches that will be utilized including the knock- out/knock-in ('DESIGNER') extract technology of Project 1; the concept in Project 2 that anti-inflammatory botanical dietary supplements can lower cytokine levels and thereby prevent formation of genotoxic estrogen metabolites; and the safety studies in Project 3 that involve high-throughput UHPLC-MS/MS detection of electrophilic metabolites and high-throughput cocktail assays of cytochrome P450 inhibition. With strong institutional support (personnel, space, services, and equipment), a commitment to educating the next generation of experts in botanical dietary supplements, an interactive team of researchers located within a single institution, and a synergist approach, we expect to sustain our high level of productivity as reflected in over 200 publications and 40 PhD and MS graduates. These studies will greatly impact the design of optimized botanical supplements and drive the long-term goal of the UIC Botanical Center toward developing safe and effective botanical dietary supplements for women's health.            ","PUBLIC HEALTH RELEVANCE: As menopausal women are currently using botanical dietary supplements as alternatives to hormone therapy (HT), it is urgent that the safety and efficacy of these products be determined through scientific investigation. It is our hypothesis that botanical dietary supplements can be used as safe and effective alternatives to HT, but preclinical and clinical studies are needed to establish mechanisms of action and to explore safety issues such as metabolism and drug-botanical interactions.               ",
"3","R01","DK088762","Randomized trial of vitamin D and omega-3 fatty acids for diabetic kidney disease","","31-Aug-2016","de Boer, Ian ","UNITED STATES","10001","2014","DK","   DESCRIPTION (provided by applicant): We propose a randomized, placebo-controlled clinical trial of vitamin D3 (cholecalciferol) and omega-3 fatty acids (eicosapentaenoic acid plus docosahexaenoic acid) to prevent the development and progression of diabetic kidney disease (DKD). Persons with diabetes are at high risk of developing kidney disease, and DKD is both the leading cause of end stage renal disease in the developed world and a potent amplifier of cardiovascular disease risk. Vitamin D and omega-3 fatty acids are promising interventions for DKD prevention and treatment, based on results of animal-experimental models and early human studies. Because these interventions are relatively safe, inexpensive, and widely available, they may offer opportunity to substantially reduce the burden of DKD in large populations. We aim to test whether vitamin D3 and/or omega-3 fatty acids prevent progression of albuminuria and loss of glomerular filtration rate, two complementary manifestations of DKD, over 4 years of treatment. To effectively and efficiently test study hypotheses, we propose an ancillary study to the Vitamin D and Omega-3 Trial (VITAL), an NIH-funded randomized clinical trial. In VITAL, 20,000 participants (men ages e 60 years, women ages e 65 years) will be randomly assigned in a 2x2 factorial design to vitamin D3 (cholecalciferol) 1600 IU daily versus placebo, and to eicosapentaenoic acid 500 mg plus docosahexaenoic acid 500 mg daily versus placebo, and followed for a mean of 5 years to assess effects on cardiovascular disease and cancer events. Leveraging the established infrastructure of VITAL, we propose to identify and recruit a sub-cohort of 1,500 VITAL participants with diabetes at baseline and to ascertain effects of study interventions on albuminuria and glomerular filtration rate in this group. Following the simple and cost-efficient design of the parent VITAL trial, biospecimens will be collected locally and delivered to the VITAL central laboratory by mail. First morning voids will be collected at baseline and year 4 for measurement of urine albumin-creatinine ratio. Blood samples will be collected simultaneously for measurement of glomerular filtration rate (using serum creatinine and cystatin C), 25- hydroxyvitamin D, eicosapentaenoic acid plus docosahexaenoic acid, C-reactive protein, and hemoglobin A1c. The proposed studies are designed to determine whether vitamin D3 and/or omega-3 fatty acids have causal and clinically relevant effects on the development and progression of DKD.      ","PUBLIC HEALTH RELEVANCE: Diabetic kidney disease (DKD) is a cause of substantial morbidity and mortality. Despite widespread use of intensive glycemic control and renin-angiotensin-aldosterone system inhibitors, renal and cardiovascular consequences of DKD remain common. This study will evaluate whether vitamin D3 and/or omega-3 fatty acids are safe and effective interventions to reduce the burden of DKD among the large and growing diabetic population.           NARRATIVE  Diabetic kidney disease (DKD) is a cause of substantial morbidity and mortality. Despite widespread use of intensive glycemic control and renin-angiotensin-aldosterone system inhibitors, renal and cardiovascular consequences of DKD remain common. This study will evaluate whether vitamin D3 and/or omega-3 fatty acids are safe and effective interventions to reduce the burden of DKD among the large and growing diabetic population.",
"3","R01","DK088762","Randomized trial of vitamin D and omega-3 fatty acids for diabetic kidney disease","","31-Aug-2016","de Boer, Ian ","UNITED STATES","102310","2014","OD","   DESCRIPTION (provided by applicant): We propose a randomized, placebo-controlled clinical trial of vitamin D3 (cholecalciferol) and omega-3 fatty acids (eicosapentaenoic acid plus docosahexaenoic acid) to prevent the development and progression of diabetic kidney disease (DKD). Persons with diabetes are at high risk of developing kidney disease, and DKD is both the leading cause of end stage renal disease in the developed world and a potent amplifier of cardiovascular disease risk. Vitamin D and omega-3 fatty acids are promising interventions for DKD prevention and treatment, based on results of animal-experimental models and early human studies. Because these interventions are relatively safe, inexpensive, and widely available, they may offer opportunity to substantially reduce the burden of DKD in large populations. We aim to test whether vitamin D3 and/or omega-3 fatty acids prevent progression of albuminuria and loss of glomerular filtration rate, two complementary manifestations of DKD, over 4 years of treatment. To effectively and efficiently test study hypotheses, we propose an ancillary study to the Vitamin D and Omega-3 Trial (VITAL), an NIH-funded randomized clinical trial. In VITAL, 20,000 participants (men ages e 60 years, women ages e 65 years) will be randomly assigned in a 2x2 factorial design to vitamin D3 (cholecalciferol) 1600 IU daily versus placebo, and to eicosapentaenoic acid 500 mg plus docosahexaenoic acid 500 mg daily versus placebo, and followed for a mean of 5 years to assess effects on cardiovascular disease and cancer events. Leveraging the established infrastructure of VITAL, we propose to identify and recruit a sub-cohort of 1,500 VITAL participants with diabetes at baseline and to ascertain effects of study interventions on albuminuria and glomerular filtration rate in this group. Following the simple and cost-efficient design of the parent VITAL trial, biospecimens will be collected locally and delivered to the VITAL central laboratory by mail. First morning voids will be collected at baseline and year 4 for measurement of urine albumin-creatinine ratio. Blood samples will be collected simultaneously for measurement of glomerular filtration rate (using serum creatinine and cystatin C), 25- hydroxyvitamin D, eicosapentaenoic acid plus docosahexaenoic acid, C-reactive protein, and hemoglobin A1c. The proposed studies are designed to determine whether vitamin D3 and/or omega-3 fatty acids have causal and clinically relevant effects on the development and progression of DKD.      ","PUBLIC HEALTH RELEVANCE: Diabetic kidney disease (DKD) is a cause of substantial morbidity and mortality. Despite widespread use of intensive glycemic control and renin-angiotensin-aldosterone system inhibitors, renal and cardiovascular consequences of DKD remain common. This study will evaluate whether vitamin D3 and/or omega-3 fatty acids are safe and effective interventions to reduce the burden of DKD among the large and growing diabetic population.           NARRATIVE  Diabetic kidney disease (DKD) is a cause of substantial morbidity and mortality. Despite widespread use of intensive glycemic control and renin-angiotensin-aldosterone system inhibitors, renal and cardiovascular consequences of DKD remain common. This study will evaluate whether vitamin D3 and/or omega-3 fatty acids are safe and effective interventions to reduce the burden of DKD among the large and growing diabetic population.",
"2","P50","AT002776-11","Cefalu: Core 1; Botanical Core (Ribnicky)","7191","No data","Ribnicky, David M","UNITED STATES","294755","2015","AT","C. Program Summary/Abstract: Botanical Core  The Botanical Core of the Botanical Dietary Supplement Research Center facilitates the work of the three  primary Research Projects, the Integrative Biology Core (IBC) as well as Pilot Research and Training  Programs. The complex nature of botanicals dictates that the genetic makeup of the plant, the growing  conditions and the method of botanical preparation all have significant effects on the overall composition of and  biological effect of the botanical product. Moreover, the effect of botanicals to convey a biological response,  such as enhancing basic resiliency, is likely the result of the complex interactions of multiple bioactive  compounds. To address this complexity, the Botanical Core uses state-of-the-art phytochemical discovery,  characterization, standardization and production approaches and modern greenhouse facilities to perform its  mission which include the following specific aims:  Aim 1. The Botanical Core prepares and provides specific botanical materials for the Center's research  projects (Artemisia sp, Trigonella foenum gracecum [fenugreek], Moringa oleifera Lam., and Momordica  charantia [bitter melon]), pre-clinical, clinical and pilot studies, activity-guided isolation of bioactives and  characterization of their interactions, analytical and structural chemistry support for the research activities,  quality control and botanical authentication when necessary.  Aim 2. The Botanical Core collaborates with each project, pilot projects and the IBC to examine the  bioaccessibility and bioavailability of botanical bioactives. Bioavailability and pharmacokinetic parameters will  be measured using currently utilized analytical techniques.  Aim 3. The Botanical Core assists in design and conduct of pilot studies and in the education and training of  new investigators for biobotanical research, providing specific recommendations and/or evaluations of the  quality and sourcing of botanical materials to be used for proposed studies.  Aim 4. The Botanical Core conducts original research with the following objectives: improve materials,  methods and instruments for ongoing projects, create enabling approaches in the advance of new projects,  and screen and identify new candidates and future projects.","No data",
"5","U01","AA014835-12","Early Identification of Affected Children and Risk Factors for FASD in Ukraine","","31-May-2016","CHAMBERS, CHRISTINA ","UNITED STATES","146000","2015","OD","DESCRIPTION (provided by applicant): It is estimated that Fetal Alcohol Spectrum Disorders (FASD) is the most common neurodevelopmental disability among children throughout the world. Furthering our understanding of the factors that potentially modify risk for FASD, continue to be critical gaps in research that could drive prevention and intervention strategies throughout the world. A longitudinal cohort sample has been established in Ukraine during the current funding period with detailed documentation of prenatal alcohol exposure, maternal nutritional status, and FASD outcomes. In this same sample a multimicronutrient supplement intervention trial has been implemented. During the renewal period, we propose to examine the persistence of and/or the novel manifestation of beneficial neurobehavioral effects of the prenatal multimicronutrient intervention trial, to examine the role of postnatal child nutrition in FASD, an to explore genetic and epigenetic factors as biomarkers of maternal exposure and risk modification among alcohol consuming pregnant women.","Fetal Alcohol Spectrum Disorders (FASDs) are among the most common developmental disabilities throughout the world. Identification of effective methods for prevention and early intervention for FASD is critical. In a longitudinal study in Ukraine, earlier identification and prevention of FASD is being evaluated in four areas: a) the contribution of pre and postnatal nutritional factors to risk for FASD, b) development of a preschool neurobehavioral testing battery appropriate for early identification of affected children c) the utility of a novel and objective biomarker of exposure to alcohol, and d) exploration of genetic and epigenetic factors that may modify risk for FASD in mother/child pairs.",
"5","U01","AA014835-12","Early Identification of Affected Children and Risk Factors for FASD in Ukraine","","31-May-2016","CHAMBERS, CHRISTINA ","UNITED STATES","584918","2015","AA","DESCRIPTION (provided by applicant): It is estimated that Fetal Alcohol Spectrum Disorders (FASD) is the most common neurodevelopmental disability among children throughout the world. Furthering our understanding of the factors that potentially modify risk for FASD, continue to be critical gaps in research that could drive prevention and intervention strategies throughout the world. A longitudinal cohort sample has been established in Ukraine during the current funding period with detailed documentation of prenatal alcohol exposure, maternal nutritional status, and FASD outcomes. In this same sample a multimicronutrient supplement intervention trial has been implemented. During the renewal period, we propose to examine the persistence of and/or the novel manifestation of beneficial neurobehavioral effects of the prenatal multimicronutrient intervention trial, to examine the role of postnatal child nutrition in FASD, an to explore genetic and epigenetic factors as biomarkers of maternal exposure and risk modification among alcohol consuming pregnant women.","Fetal Alcohol Spectrum Disorders (FASDs) are among the most common developmental disabilities throughout the world. Identification of effective methods for prevention and early intervention for FASD is critical. In a longitudinal study in Ukraine, earlier identification and prevention of FASD is being evaluated in four areas: a) the contribution of pre and postnatal nutritional factors to risk for FASD, b) development of a preschool neurobehavioral testing battery appropriate for early identification of affected children c) the utility of a novel and objective biomarker of exposure to alcohol, and d) exploration of genetic and epigenetic factors that may modify risk for FASD in mother/child pairs.",
"5","K05","CA154337-05","Established Investigator Award Anti-Inflammatory Exposures in Cancer Prevention","","30-Jun-2016","WHITE, Emily ","UNITED STATES","12130","2015","OD","DESCRIPTION (provided by applicant):  In the 25 years of cancer prevention research, few interventions have been identified that have effects on more than one type of cancer. Chronic inflammation contributes to carcinogenesis in multiple organs, thus anti-inflammatory agents have the potential to reduce the risk of cancer at several sites. In 1999, Dr. Emily White was awarded funding for the VITamins And Lifestyle (VITAL) study, a prospective cohort study of dietary supplement use and cancer risk. 77,738 men and women in western Washington State, age 50-76, entered the cohort, by completing a detailed questionnaire on use of 38 supplements over the past 10 years, diet, and lifestyle factors. Over 54,000 participants also provided buccal cell specimens for DNA. The strongest and most consistent findings to date are that only the anti-inflammatory supplements (in particular glucosamine, chondroitin and fish oil/n-3 fatty acids) appear to reduce the risk of several cancers.     This proposed Established Investigator Award (K05) for Dr. White would provide protected time for mentoring and research in the area of anti-inflammatory exposures and cancer risk, and other topics of interest to her trainees. The applicant has an extensive history of mentoring and directing training programs, is currently mentoring 1 pre-doctoral, 4 post-doctoral and 7 junior faculty members from a range of fields, and has a strong commitment to continue mentoring in the future. The availability of the data and specimens from the large VITAL cohort, the increasing numbers of cancers as the study matures (over 10,300 cancers expected by 2011), and the range of cancers that can be studied (prostate, breast, lung, colorectal, melanoma, bladder, blood/lymph) attract young investigators to work with her. In addition to providing ideas, guidance and the research platform for publishing research papers to her trainees, the applicant endeavors to provide guidance in developing their independent research as well.     This award would provide additional time for Dr. White to expand her and her trainees' research to other anti-inflammatory supplements (e.g., grapeseed, MSM) which have not been ascertained by other cohorts, to anti-inflammatory drugs, and to pro- and anti-inflammatory dietary factors (e.g., n-6 and n-3 polyunsaturated fatty acids) in relation to incidence of multiple types of cancer, total cancer incidence and cancer mortality. In addition, the award would provide pilot data to allow her and her trainees to branch out into short-term randomized trials of the effects of potential chemopreventive agents on biomarkers of inflammation, and to studies of the anti-inflammatory exposures of interest and survival from cancer. Dr. White is also author of the book 'Principles of Exposure Measurement in Epidemiology', and this award would provide dedicated time for her to pursue additional methodologic research in this area. To accomplish this, the applicant will reduce her large administrative responsibilities, including stepping down from her role as Associate Dean for Research in the University of Washington School of Public Health.","The proposed studies would provide information to help guide the American public about the benefits and risks of taking certain anti-inflammatory supplements. In addition, if any observed protective associations of anti-inflammatory supplements or anti-inflammatory dietary factors with cancer risk are found to be of reasonable magnitude, then they may deserve further investigation as cancer prevention interventions. This award would also provide training to young epidemiologists, nutrition scientists and physician-researchers who will become the next generation of cancer prevention scientists.",
"5","K05","CA154337-05","Established Investigator Award Anti-Inflammatory Exposures in Cancer Prevention","","30-Jun-2016","WHITE, Emily ","UNITED STATES","28306","2015","CA","DESCRIPTION (provided by applicant):  In the 25 years of cancer prevention research, few interventions have been identified that have effects on more than one type of cancer. Chronic inflammation contributes to carcinogenesis in multiple organs, thus anti-inflammatory agents have the potential to reduce the risk of cancer at several sites. In 1999, Dr. Emily White was awarded funding for the VITamins And Lifestyle (VITAL) study, a prospective cohort study of dietary supplement use and cancer risk. 77,738 men and women in western Washington State, age 50-76, entered the cohort, by completing a detailed questionnaire on use of 38 supplements over the past 10 years, diet, and lifestyle factors. Over 54,000 participants also provided buccal cell specimens for DNA. The strongest and most consistent findings to date are that only the anti-inflammatory supplements (in particular glucosamine, chondroitin and fish oil/n-3 fatty acids) appear to reduce the risk of several cancers.     This proposed Established Investigator Award (K05) for Dr. White would provide protected time for mentoring and research in the area of anti-inflammatory exposures and cancer risk, and other topics of interest to her trainees. The applicant has an extensive history of mentoring and directing training programs, is currently mentoring 1 pre-doctoral, 4 post-doctoral and 7 junior faculty members from a range of fields, and has a strong commitment to continue mentoring in the future. The availability of the data and specimens from the large VITAL cohort, the increasing numbers of cancers as the study matures (over 10,300 cancers expected by 2011), and the range of cancers that can be studied (prostate, breast, lung, colorectal, melanoma, bladder, blood/lymph) attract young investigators to work with her. In addition to providing ideas, guidance and the research platform for publishing research papers to her trainees, the applicant endeavors to provide guidance in developing their independent research as well.     This award would provide additional time for Dr. White to expand her and her trainees' research to other anti-inflammatory supplements (e.g., grapeseed, MSM) which have not been ascertained by other cohorts, to anti-inflammatory drugs, and to pro- and anti-inflammatory dietary factors (e.g., n-6 and n-3 polyunsaturated fatty acids) in relation to incidence of multiple types of cancer, total cancer incidence and cancer mortality. In addition, the award would provide pilot data to allow her and her trainees to branch out into short-term randomized trials of the effects of potential chemopreventive agents on biomarkers of inflammation, and to studies of the anti-inflammatory exposures of interest and survival from cancer. Dr. White is also author of the book 'Principles of Exposure Measurement in Epidemiology', and this award would provide dedicated time for her to pursue additional methodologic research in this area. To accomplish this, the applicant will reduce her large administrative responsibilities, including stepping down from her role as Associate Dean for Research in the University of Washington School of Public Health.","The proposed studies would provide information to help guide the American public about the benefits and risks of taking certain anti-inflammatory supplements. In addition, if any observed protective associations of anti-inflammatory supplements or anti-inflammatory dietary factors with cancer risk are found to be of reasonable magnitude, then they may deserve further investigation as cancer prevention interventions. This award would also provide training to young epidemiologists, nutrition scientists and physician-researchers who will become the next generation of cancer prevention scientists.",
